Режим подачи заявки,Порядок подачи заявки,Направление,Дневная/вечерняя форма обучения,Предыдущее образование,Предыдущее образование (оценка),Вступительный балл,Перемещенный,Образовательные специальные потребности,Пол,Возраст при зачислении,Получатель стипендии,Международный статус,Уровень безработицы,Уровень инфляции,ВВП
18,1,9556,1,1,133.1,106.0,1,0,1,21,0,0,8.9,1.4,3.51
39,1,9500,1,1,133.1,128.0,1,0,1,32,0,0,16.2,0.3,-0.92
7,1,9003,1,3,120.0,120.0,1,0,1,27,0,0,15.5,2.8,-4.06
1,1,9500,1,1,148.0,134.8,1,0,1,18,0,0,7.6,2.6,0.32
39,1,9070,1,1,130.0,112.0,1,0,1,24,1,0,15.5,2.8,-4.06
1,1,9130,1,1,120.0,116.1,1,0,1,22,0,0,12.7,3.7,-1.7
43,1,9130,1,1,120.0,120.0,1,0,1,22,0,0,10.8,1.4,1.74
1,3,9147,1,1,133.0,119.7,1,0,1,19,0,0,13.9,-0.3,0.79
17,6,9119,1,1,129.0,117.1,1,0,1,19,0,0,7.6,2.6,0.32
1,2,9085,1,1,118.0,112.4,1,0,1,21,0,0,10.8,1.4,1.74
1,2,9500,1,1,140.0,131.0,1,0,0,18,1,0,9.4,-0.8,-3.12
1,2,9254,1,1,127.0,130.9,1,0,0,18,0,0,9.4,-0.8,-3.12
1,1,171,1,1,131.0,134.9,1,0,0,20,0,0,16.2,0.3,-0.92
17,1,9238,1,1,132.0,127.1,1,0,0,19,0,0,13.9,-0.3,0.79
17,5,9773,1,1,113.0,110.2,1,0,0,19,0,0,8.9,1.4,3.51
17,1,9254,1,1,115.0,108.7,1,0,0,18,1,0,12.4,0.5,1.79
1,1,9130,1,1,133.1,138.0,1,0,0,20,0,0,16.2,0.3,-0.92
44,1,9070,1,39,150.0,147.7,0,0,0,22,1,0,12.4,0.5,1.79
39,1,9556,1,19,133.1,123.0,0,0,0,31,0,0,12.4,0.5,1.79
17,1,9853,1,1,141.0,142.8,0,0,0,19,1,0,16.2,0.3,-0.92
1,2,171,1,1,140.0,138.3,1,0,0,18,0,0,12.4,0.5,1.79
1,2,9254,1,1,136.0,125.2,1,0,0,18,1,0,8.9,1.4,3.51
1,1,9085,1,1,140.0,141.8,0,0,0,21,0,0,7.6,2.6,0.32
17,5,9500,1,1,143.0,130.6,1,0,0,18,1,0,13.9,-0.3,0.79
44,1,9147,1,39,130.0,130.0,0,0,1,25,0,1,15.5,2.8,-4.06
15,1,9119,1,1,133.1,100.0,0,0,1,21,0,1,11.1,0.6,2.02
18,2,9500,1,1,129.0,119.0,1,0,0,19,1,0,10.8,1.4,1.74
1,2,9773,1,1,132.0,124.3,1,0,0,19,0,0,10.8,1.4,1.74
17,1,9254,1,1,118.0,122.2,1,0,0,22,0,0,7.6,2.6,0.32
15,1,9147,1,1,150.0,150.0,0,0,1,19,0,0,12.4,0.5,1.79
39,1,8014,0,19,133.1,135.5,0,0,0,58,0,0,11.1,0.6,2.02
16,2,9238,1,1,122.0,127.3,1,0,0,19,1,0,10.8,1.4,1.74
43,1,9670,1,1,127.0,127.0,1,0,1,23,0,1,9.4,-0.8,-3.12
1,2,9773,1,1,122.0,126.9,1,0,0,19,1,0,9.4,-0.8,-3.12
18,3,9500,1,1,131.0,127.5,1,0,0,18,0,0,13.9,-0.3,0.79
1,2,9085,1,1,130.0,122.0,0,0,0,20,0,0,7.6,2.6,0.32
17,5,9085,1,1,130.0,115.8,0,0,0,18,0,0,12.7,3.7,-1.7
17,1,9670,1,1,130.0,121.6,0,0,0,18,0,0,8.9,1.4,3.51
17,4,9147,1,1,122.0,116.4,1,0,0,18,1,0,11.1,0.6,2.02
39,1,9130,1,1,114.0,120.0,0,0,0,24,0,0,11.1,0.6,2.02
17,4,9853,1,1,143.0,127.3,1,0,0,18,0,0,10.8,1.4,1.74
1,3,9147,1,1,127.0,123.5,1,0,0,19,1,0,9.4,-0.8,-3.12
17,3,9238,1,1,141.0,125.6,1,0,0,19,1,0,8.9,1.4,3.51
1,1,9254,1,1,129.0,118.5,1,0,0,18,0,0,7.6,2.6,0.32
1,2,9130,1,1,140.0,129.5,1,0,0,18,0,0,12.7,3.7,-1.7
1,1,171,1,1,137.0,134.6,1,0,0,19,1,0,10.8,1.4,1.74
44,1,9085,1,1,140.0,140.0,0,0,0,22,0,0,13.9,-0.3,0.79
1,1,9254,1,1,143.0,133.2,1,0,0,19,0,0,10.8,1.4,1.74
17,1,9238,1,1,138.0,133.5,1,0,0,21,1,0,12.7,3.7,-1.7
17,1,9773,1,1,120.0,117.9,1,0,0,21,1,0,8.9,1.4,3.51
1,3,9500,1,1,144.0,128.0,1,0,0,18,1,0,10.8,1.4,1.74
1,5,9853,1,1,123.0,113.2,1,0,0,20,0,0,10.8,1.4,1.74
1,3,9254,1,1,129.0,122.0,1,0,0,18,1,0,7.6,2.6,0.32
16,3,9070,1,1,152.0,156.9,1,0,0,19,0,0,12.7,3.7,-1.7
1,2,9500,1,1,130.0,125.1,1,0,0,18,1,0,11.1,0.6,2.02
15,1,9147,1,1,133.1,100.0,0,0,1,26,0,1,11.1,0.6,2.02
15,1,9119,1,1,160.0,160.0,0,0,0,19,0,1,8.9,1.4,3.51
39,1,8014,0,1,140.0,101.0,0,0,0,35,0,0,15.5,2.8,-4.06
18,1,9670,1,1,133.0,121.5,1,0,0,19,1,0,12.4,0.5,1.79
1,1,9085,1,1,138.0,126.8,1,0,1,18,0,0,10.8,1.4,1.74
1,5,9670,1,1,142.0,132.9,0,0,1,19,0,0,7.6,2.6,0.32
1,1,171,1,1,115.0,134.3,1,0,1,25,0,0,12.4,0.5,1.79
17,6,9254,1,1,125.0,120.5,1,0,1,18,0,0,11.1,0.6,2.02
17,1,9003,1,1,170.0,144.1,1,0,1,26,0,0,16.2,0.3,-0.92
43,1,9991,0,1,140.0,100.0,0,0,1,34,0,0,9.4,-0.8,-3.12
1,2,9254,1,1,110.0,114.8,1,0,1,18,0,0,12.7,3.7,-1.7
1,1,171,1,1,114.0,111.9,0,0,1,18,0,0,9.4,-0.8,-3.12
17,3,9119,1,1,138.0,125.4,1,0,1,18,1,0,8.9,1.4,3.51
44,1,9003,1,39,140.0,140.0,0,0,1,20,0,0,12.4,0.5,1.79
44,1,9070,1,39,140.0,140.0,0,0,1,25,0,0,16.2,0.3,-0.92
17,1,9130,1,1,132.0,127.8,0,0,1,18,0,0,11.1,0.6,2.02
1,1,9003,1,1,148.0,131.6,1,0,1,19,0,0,15.5,2.8,-4.06
1,1,171,1,1,132.0,119.4,1,0,1,20,0,0,10.8,1.4,1.74
18,2,9238,1,1,126.0,129.9,1,0,1,20,1,0,10.8,1.4,1.74
1,1,9119,1,1,121.0,114.0,0,0,1,20,0,0,7.6,2.6,0.32
1,2,9147,1,1,120.0,113.4,1,0,1,19,1,0,11.1,0.6,2.02
1,1,9147,1,1,123.0,117.8,0,0,1,20,0,0,8.9,1.4,3.51
1,6,9500,1,1,122.0,114.3,1,0,1,18,0,0,11.1,0.6,2.02
1,1,9670,1,1,136.0,129.7,1,0,1,19,0,0,16.2,0.3,-0.92
18,1,9147,1,1,119.0,112.0,1,0,1,20,0,0,9.4,-0.8,-3.12
39,1,9670,1,1,120.0,140.0,0,0,1,24,0,0,15.5,2.8,-4.06
44,1,9003,1,39,150.0,150.0,1,0,1,20,0,0,16.2,0.3,-0.92
1,3,9670,1,1,121.0,122.4,1,0,1,19,0,0,9.4,-0.8,-3.12
51,1,9119,1,1,140.0,150.0,0,0,1,23,0,0,8.9,1.4,3.51
17,2,9254,1,1,135.0,135.0,1,0,1,20,0,0,7.6,2.6,0.32
43,4,8014,0,1,116.0,116.2,0,0,1,21,0,0,9.4,-0.8,-3.12
17,2,9119,1,1,120.0,120.4,1,0,1,20,0,0,10.8,1.4,1.74
17,5,9119,1,1,126.0,122.9,1,0,1,21,0,0,7.6,2.6,0.32
1,1,9773,1,1,170.0,155.0,0,0,1,18,1,0,11.1,0.6,2.02
1,3,9254,1,1,123.0,123.4,1,0,1,18,0,0,11.1,0.6,2.02
17,1,9147,1,1,120.0,124.2,1,0,1,18,0,0,13.9,-0.3,0.79
44,1,9003,1,39,130.0,130.0,1,0,1,20,0,0,15.5,2.8,-4.06
17,1,9773,1,1,130.0,126.2,0,0,1,18,1,0,16.2,0.3,-0.92
17,1,9773,1,1,117.0,120.5,1,0,1,19,0,0,9.4,-0.8,-3.12
17,1,9119,1,1,131.0,123.7,1,0,1,20,0,0,10.8,1.4,1.74
17,1,9130,1,1,130.0,122.5,0,0,1,19,0,0,9.4,-0.8,-3.12
39,1,9991,0,1,133.0,139.2,1,0,1,33,0,0,12.7,3.7,-1.7
51,1,171,1,1,128.0,131.2,1,0,1,21,0,0,8.9,1.4,3.51
39,1,9003,1,1,133.1,120.0,0,0,1,25,0,0,15.5,2.8,-4.06
1,1,9085,1,1,123.0,116.7,1,0,1,20,1,0,12.4,0.5,1.79
53,1,9085,1,42,150.0,150.0,1,0,1,22,1,0,8.9,1.4,3.51
39,1,9773,1,19,133.1,117.5,0,0,0,39,0,0,10.8,1.4,1.74
1,2,9670,1,1,140.0,137.6,1,0,1,21,1,0,8.9,1.4,3.51
17,1,9254,1,1,126.0,124.3,0,0,0,19,1,0,16.2,0.3,-0.92
39,1,9500,1,19,133.1,116.0,0,0,0,26,1,0,7.6,2.6,0.32
18,2,9238,1,1,121.0,121.4,1,0,0,19,1,0,15.5,2.8,-4.06
53,1,9085,1,42,140.0,142.8,1,0,0,20,1,0,8.9,1.4,3.51
17,1,9670,1,1,133.1,96.0,1,0,0,25,1,0,15.5,2.8,-4.06
43,1,8014,0,1,131.0,125.0,0,0,1,24,0,0,16.2,0.3,-0.92
17,6,9119,1,1,124.0,126.1,1,0,1,20,0,0,7.6,2.6,0.32
39,1,9003,1,1,120.0,155.8,0,0,1,29,0,0,13.9,-0.3,0.79
1,1,9773,1,1,133.1,116.0,0,0,1,20,0,0,16.2,0.3,-0.92
44,1,9130,1,39,110.0,110.0,1,0,1,20,0,0,13.9,-0.3,0.79
39,1,9670,1,19,133.1,97.2,1,0,1,24,1,0,11.1,0.6,2.02
39,1,9500,1,19,133.1,100.0,0,0,1,24,0,0,16.2,0.3,-0.92
7,1,9119,1,40,140.0,140.0,0,0,1,23,0,0,11.1,0.6,2.02
43,1,9556,1,1,130.0,128.0,1,0,1,20,0,0,15.5,2.8,-4.06
17,2,9670,1,1,110.0,115.3,1,0,1,19,0,0,15.5,2.8,-4.06
39,1,9003,1,1,140.0,150.0,0,0,1,28,0,0,11.1,0.6,2.02
44,1,9003,1,39,160.0,160.0,1,0,1,20,1,0,13.9,-0.3,0.79
1,1,9070,1,1,138.0,133.1,0,0,1,18,0,0,8.9,1.4,3.51
1,1,9670,1,1,126.0,119.0,1,0,1,20,0,0,10.8,1.4,1.74
39,1,9991,0,1,120.0,156.0,1,0,1,33,0,0,10.8,1.4,1.74
39,1,9500,1,1,130.0,163.7,0,0,0,35,0,0,12.4,0.5,1.79
39,1,9500,1,40,130.0,130.0,0,0,0,27,0,0,12.7,3.7,-1.7
17,5,9773,1,1,122.0,123.1,1,0,0,19,0,0,9.4,-0.8,-3.12
39,1,9991,0,1,160.0,160.0,0,0,0,31,1,1,15.5,2.8,-4.06
1,1,171,1,1,134.0,136.1,1,0,1,19,0,0,9.4,-0.8,-3.12
43,1,9070,1,1,134.0,132.7,1,0,1,22,0,0,15.5,2.8,-4.06
43,1,9500,1,1,140.0,128.2,0,0,0,39,0,1,12.7,3.7,-1.7
17,1,9254,1,1,127.0,126.7,1,0,1,22,0,0,12.4,0.5,1.79
39,1,9991,0,1,133.1,150.0,0,0,1,47,0,0,9.4,-0.8,-3.12
17,1,171,1,1,143.0,156.3,1,0,1,19,1,0,11.1,0.6,2.02
10,1,9254,1,1,115.0,116.1,1,0,0,19,0,1,12.4,0.5,1.79
17,1,9500,1,1,131.0,123.8,1,0,0,19,0,0,15.5,2.8,-4.06
1,1,171,1,1,146.0,153.0,1,0,0,21,1,0,11.1,0.6,2.02
7,1,9500,1,5,140.0,140.0,1,0,0,39,0,0,12.4,0.5,1.79
17,1,171,1,1,135.0,131.9,1,0,1,19,0,0,8.9,1.4,3.51
1,1,171,1,1,133.0,141.4,0,0,1,20,1,0,13.9,-0.3,0.79
39,1,9147,1,12,133.1,140.0,1,0,1,24,0,0,12.7,3.7,-1.7
39,1,9991,0,1,120.0,115.0,1,0,1,27,0,0,12.7,3.7,-1.7
39,1,9991,0,1,133.1,168.0,0,0,1,29,0,0,11.1,0.6,2.02
17,1,9085,1,1,130.0,101.3,1,0,1,20,0,0,12.4,0.5,1.79
1,1,9670,1,1,125.0,122.6,0,0,1,21,0,0,9.4,-0.8,-3.12
1,1,171,1,1,134.0,141.7,1,0,1,18,0,0,7.6,2.6,0.32
1,1,9500,1,1,151.0,132.3,0,0,1,19,0,0,12.7,3.7,-1.7
17,1,9773,1,1,112.0,111.7,0,0,1,19,0,0,15.5,2.8,-4.06
39,1,9119,1,1,120.0,98.7,0,0,1,28,1,0,12.4,0.5,1.79
15,1,9254,1,1,140.0,140.0,1,0,0,21,0,1,13.9,-0.3,0.79
10,1,9500,1,1,140.0,140.0,1,0,0,23,0,1,12.7,3.7,-1.7
39,1,9003,1,1,133.1,100.7,0,0,0,39,0,0,15.5,2.8,-4.06
17,3,9500,1,1,143.0,133.8,1,0,0,18,0,0,7.6,2.6,0.32
15,1,9773,1,1,133.1,100.0,0,0,0,59,0,1,11.1,0.6,2.02
7,1,9119,1,4,180.0,180.0,0,0,1,30,0,0,13.9,-0.3,0.79
1,1,9085,1,1,136.0,130.8,1,0,0,18,0,0,12.7,3.7,-1.7
44,1,9991,0,39,140.0,140.0,0,0,0,41,0,0,9.4,-0.8,-3.12
39,1,9500,1,1,130.0,106.2,1,0,0,27,0,0,11.1,0.6,2.02
1,1,9238,1,1,141.0,125.6,1,0,0,18,1,0,9.4,-0.8,-3.12
18,5,9853,1,1,121.0,117.5,1,0,0,20,0,0,10.8,1.4,1.74
39,1,9119,1,3,120.0,122.5,0,0,0,32,0,0,12.7,3.7,-1.7
17,1,9147,1,1,129.0,132.9,1,0,0,19,0,0,9.4,-0.8,-3.12
39,1,9853,1,12,133.1,103.0,0,0,0,41,0,0,16.2,0.3,-0.92
17,5,8014,0,1,100.0,107.0,0,0,0,38,0,0,10.8,1.4,1.74
7,1,9130,1,2,133.1,100.0,0,0,1,35,0,1,8.9,1.4,3.51
39,1,8014,0,1,133.1,100.0,1,0,0,27,0,0,7.6,2.6,0.32
17,1,9070,1,1,139.0,131.3,1,0,0,19,0,0,7.6,2.6,0.32
18,1,9773,1,1,125.0,122.2,0,0,0,18,0,0,11.1,0.6,2.02
39,1,9991,0,9,133.1,118.4,0,0,0,39,0,0,7.6,2.6,0.32
7,1,9254,1,2,100.0,100.0,0,0,0,37,0,0,10.8,1.4,1.74
39,1,9500,1,1,110.0,110.0,0,0,0,37,0,0,12.7,3.7,-1.7
43,1,8014,0,1,133.1,100.0,0,0,0,35,1,0,9.4,-0.8,-3.12
43,1,9147,1,1,123.0,106.2,0,0,0,49,0,0,12.7,3.7,-1.7
7,1,9147,1,40,110.0,110.0,0,0,0,52,0,0,13.9,-0.3,0.79
1,2,9085,1,1,130.0,122.3,1,0,0,18,0,0,9.4,-0.8,-3.12
39,1,8014,0,1,133.1,112.5,0,0,0,30,1,0,10.8,1.4,1.74
1,2,9500,1,1,97.0,98.1,1,0,0,21,0,0,11.1,0.6,2.02
1,1,9119,1,1,130.0,140.2,1,0,1,20,0,0,9.4,-0.8,-3.12
17,1,9147,1,1,139.0,143.6,1,0,1,18,0,0,7.6,2.6,0.32
16,1,171,1,1,150.0,134.6,1,0,1,19,0,0,7.6,2.6,0.32
1,3,9500,1,1,141.0,126.8,1,0,1,18,0,0,9.4,-0.8,-3.12
15,1,33,1,1,133.1,100.0,0,0,1,20,0,1,8.9,1.4,3.51
17,1,9130,1,1,137.0,130.0,1,0,0,21,0,0,12.4,0.5,1.79
1,4,9147,1,1,116.0,113.6,1,0,0,22,1,0,11.1,0.6,2.02
44,1,9130,1,39,140.0,140.0,1,0,0,20,0,0,12.4,0.5,1.79
17,4,9085,1,1,106.0,106.0,0,0,0,20,0,0,13.9,-0.3,0.79
17,6,9238,1,1,135.0,126.6,1,0,0,19,1,0,12.7,3.7,-1.7
17,5,9500,1,1,144.0,130.7,1,0,0,18,1,0,13.9,-0.3,0.79
1,2,9147,1,1,108.0,105.9,1,0,1,21,0,0,11.1,0.6,2.02
15,1,9556,1,1,137.0,137.0,0,0,0,19,0,1,8.9,1.4,3.51
43,1,9130,1,1,133.1,100.0,0,0,0,37,0,1,13.9,-0.3,0.79
1,1,8014,0,1,121.0,114.4,1,0,0,45,0,0,7.6,2.6,0.32
39,1,9003,1,19,133.1,120.0,0,0,1,38,0,0,16.2,0.3,-0.92
39,1,9991,0,12,130.0,119.0,1,0,1,55,0,0,7.6,2.6,0.32
39,1,9003,1,1,133.1,110.0,0,0,0,28,0,0,13.9,-0.3,0.79
7,1,9991,0,2,120.0,120.0,0,0,0,46,0,0,8.9,1.4,3.51
1,4,171,1,1,131.0,119.8,1,1,0,22,0,0,16.2,0.3,-0.92
39,2,9670,1,19,133.1,135.6,0,0,0,46,0,0,12.4,0.5,1.79
39,1,9991,0,1,100.0,120.7,0,0,0,28,0,0,7.6,2.6,0.32
1,3,9085,1,1,131.0,136.3,1,0,0,18,0,0,7.6,2.6,0.32
16,1,171,1,1,158.0,164.3,1,0,1,18,1,0,10.8,1.4,1.74
1,1,9773,1,1,146.0,149.2,1,0,1,21,1,0,12.7,3.7,-1.7
16,2,9070,1,1,133.0,122.5,1,0,0,18,0,0,7.6,2.6,0.32
43,1,9991,0,1,120.0,100.0,0,0,0,34,0,0,13.9,-0.3,0.79
17,1,9853,1,1,119.0,125.0,1,0,0,21,1,0,10.8,1.4,1.74
1,1,9773,1,1,132.0,131.0,1,0,0,18,1,0,15.5,2.8,-4.06
1,1,171,1,1,130.0,122.0,1,0,1,20,0,0,7.6,2.6,0.32
1,1,9147,1,1,132.0,131.3,1,0,0,18,0,0,9.4,-0.8,-3.12
17,2,9119,1,1,133.1,117.0,1,0,1,21,0,0,12.4,0.5,1.79
17,1,9254,1,1,119.0,118.0,1,0,1,19,0,0,10.8,1.4,1.74
17,2,8014,0,1,134.0,126.0,1,0,1,22,0,0,7.6,2.6,0.32
44,1,9003,1,39,120.0,120.0,0,0,1,23,0,0,15.5,2.8,-4.06
17,4,171,1,1,172.0,155.6,1,0,1,19,0,0,9.4,-0.8,-3.12
1,4,9147,1,1,120.0,122.8,1,0,1,18,0,0,10.8,1.4,1.74
1,3,171,1,1,129.0,127.3,1,0,1,19,1,0,9.4,-0.8,-3.12
17,1,9147,1,1,118.0,118.4,1,0,1,19,0,0,12.4,0.5,1.79
1,1,9670,1,1,127.0,128.1,0,0,1,19,0,0,7.6,2.6,0.32
1,2,9500,1,1,133.1,99.0,1,0,1,22,0,0,16.2,0.3,-0.92
1,1,9773,1,1,164.0,161.2,0,0,1,18,1,0,13.9,-0.3,0.79
17,1,9238,1,1,136.0,140.9,1,0,1,18,0,0,9.4,-0.8,-3.12
17,1,9773,1,1,117.0,111.1,0,0,1,19,0,0,16.2,0.3,-0.92
1,4,171,1,1,131.0,149.9,1,0,1,18,0,0,11.1,0.6,2.02
17,6,9670,1,1,110.0,111.3,0,0,1,21,0,0,15.5,2.8,-4.06
1,2,9254,1,1,125.0,121.5,1,0,1,18,0,0,9.4,-0.8,-3.12
44,1,9003,1,39,120.0,120.0,1,0,1,19,0,0,12.4,0.5,1.79
39,1,9003,1,19,133.1,120.0,0,0,1,27,0,0,8.9,1.4,3.51
53,1,9003,1,42,130.0,130.0,1,0,1,20,0,0,8.9,1.4,3.51
1,5,9254,1,1,101.0,98.9,1,0,1,20,0,0,12.4,0.5,1.79
1,6,9500,1,1,141.0,136.3,1,0,1,18,0,0,9.4,-0.8,-3.12
17,1,9773,1,1,128.0,125.2,1,0,1,18,0,0,12.4,0.5,1.79
1,2,9070,1,1,145.0,130.0,1,0,1,18,0,0,8.9,1.4,3.51
1,1,9147,1,1,160.0,141.5,1,0,1,18,0,0,9.4,-0.8,-3.12
16,5,9085,1,1,134.0,123.9,1,0,1,18,0,0,9.4,-0.8,-3.12
17,2,9500,1,1,125.0,114.5,1,0,0,18,0,0,16.2,0.3,-0.92
39,1,8014,0,15,133.1,100.0,1,0,0,37,0,0,9.4,-0.8,-3.12
39,1,8014,0,1,120.0,110.5,0,0,0,36,1,0,10.8,1.4,1.74
39,1,9085,1,19,133.1,101.0,1,0,0,26,0,0,15.5,2.8,-4.06
1,1,9085,1,1,121.0,121.0,0,0,0,19,0,0,7.6,2.6,0.32
39,1,8014,0,1,120.0,95.0,1,0,0,24,0,0,15.5,2.8,-4.06
1,2,9773,1,1,130.0,126.9,1,0,0,19,1,1,11.1,0.6,2.02
42,1,9670,1,1,130.0,116.3,1,0,0,20,1,0,12.7,3.7,-1.7
18,1,9670,1,1,128.0,120.0,1,0,0,19,0,0,11.1,0.6,2.02
1,1,9085,1,1,126.0,123.6,1,0,0,21,0,0,10.8,1.4,1.74
39,1,9556,1,1,120.0,150.0,0,0,0,50,0,0,12.7,3.7,-1.7
39,1,9556,1,1,100.0,120.0,0,0,0,47,0,0,12.7,3.7,-1.7
42,1,9853,1,1,120.0,111.3,0,0,0,24,0,0,16.2,0.3,-0.92
39,1,9991,0,1,110.0,150.0,0,0,0,48,0,0,15.5,2.8,-4.06
1,1,9085,1,1,127.0,123.2,1,0,0,18,1,0,12.4,0.5,1.79
44,1,9991,0,39,130.0,130.0,1,0,1,32,0,0,9.4,-0.8,-3.12
1,1,9670,1,1,141.0,137.9,1,0,1,20,0,0,7.6,2.6,0.32
39,1,9119,1,1,120.0,100.0,0,0,1,24,0,0,16.2,0.3,-0.92
39,1,9130,1,19,133.1,120.0,0,0,1,53,0,0,9.4,-0.8,-3.12
39,1,9773,1,19,133.1,131.0,0,0,1,42,0,0,13.9,-0.3,0.79
39,1,9991,0,12,133.1,133.8,1,0,1,52,0,0,7.6,2.6,0.32
43,1,8014,0,1,130.0,100.0,0,0,1,54,0,0,12.7,3.7,-1.7
39,1,9991,0,1,110.0,150.0,0,0,1,49,0,0,15.5,2.8,-4.06
17,1,9670,1,1,125.0,126.4,0,0,1,18,1,0,16.2,0.3,-0.92
39,1,9130,1,1,130.0,154.0,1,0,1,37,0,0,10.8,1.4,1.74
1,1,9500,1,1,121.0,114.9,0,0,1,21,1,0,12.4,0.5,1.79
39,1,9670,1,9,133.1,110.0,0,0,1,26,0,0,9.4,-0.8,-3.12
1,1,9070,1,1,147.0,149.8,1,0,1,20,0,0,16.2,0.3,-0.92
1,4,9500,1,1,128.0,117.9,1,0,0,19,1,0,12.4,0.5,1.79
1,2,9070,1,1,164.0,165.8,1,0,0,18,0,0,9.4,-0.8,-3.12
17,5,9500,1,1,137.0,127.6,1,0,0,18,0,0,12.4,0.5,1.79
17,2,8014,0,1,122.0,123.8,0,0,0,20,0,0,10.8,1.4,1.74
17,4,9254,1,1,124.0,126.1,1,0,0,20,0,0,10.8,1.4,1.74
1,2,171,1,1,120.0,119.7,1,0,0,21,0,0,8.9,1.4,3.51
1,2,171,1,1,117.0,121.6,1,0,0,22,0,0,8.9,1.4,3.51
43,1,9500,1,1,140.0,100.0,0,0,0,18,1,0,13.9,-0.3,0.79
1,5,9500,1,1,130.0,127.6,1,0,0,18,0,0,15.5,2.8,-4.06
1,1,9500,1,1,138.0,132.5,1,0,0,19,1,0,10.8,1.4,1.74
1,1,9500,1,1,141.0,124.3,0,0,0,19,0,0,12.7,3.7,-1.7
1,3,9500,1,1,142.0,131.0,1,0,0,18,0,0,10.8,1.4,1.74
7,1,9991,0,40,120.0,120.0,0,0,0,27,0,0,11.1,0.6,2.02
1,3,9556,1,1,122.0,113.3,1,0,0,20,1,0,12.4,0.5,1.79
1,2,9853,1,1,131.0,121.9,1,0,0,20,0,0,12.7,3.7,-1.7
1,2,9085,1,1,120.0,118.3,1,0,0,20,0,0,9.4,-0.8,-3.12
1,1,9147,1,1,131.0,118.8,0,0,0,19,0,0,16.2,0.3,-0.92
1,2,9085,1,1,130.0,129.0,0,0,0,20,0,0,7.6,2.6,0.32
43,3,171,1,1,120.0,143.3,1,0,0,20,1,0,7.6,2.6,0.32
1,1,171,1,1,136.0,152.5,1,0,0,20,0,0,13.9,-0.3,0.79
53,1,9085,1,42,160.0,155.7,1,0,0,27,0,0,8.9,1.4,3.51
1,2,9085,1,1,157.0,153.9,1,0,0,18,0,0,13.9,-0.3,0.79
1,1,9500,1,1,150.0,137.8,0,0,0,18,0,0,15.5,2.8,-4.06
17,1,9500,1,1,148.0,143.3,0,0,0,18,1,0,13.9,-0.3,0.79
1,1,9085,1,1,120.0,123.2,0,0,0,20,0,0,9.4,-0.8,-3.12
1,1,9773,1,1,150.0,138.1,1,0,0,19,0,0,11.1,0.6,2.02
17,1,9238,1,1,158.0,140.5,0,0,0,20,1,0,10.8,1.4,1.74
1,4,9500,1,1,145.0,130.0,1,0,0,18,0,0,9.4,-0.8,-3.12
44,1,9070,1,39,100.0,104.8,0,0,0,22,0,0,12.4,0.5,1.79
17,1,8014,0,1,136.0,132.5,0,0,0,22,1,0,13.9,-0.3,0.79
39,1,9991,0,1,133.1,127.7,0,0,0,25,0,0,13.9,-0.3,0.79
1,1,9085,1,1,148.0,136.5,0,0,0,19,0,0,15.5,2.8,-4.06
44,1,9130,1,39,130.0,130.0,1,0,0,21,0,0,16.2,0.3,-0.92
39,1,9500,1,40,130.0,190.0,1,0,0,27,0,0,16.2,0.3,-0.92
17,4,9500,1,1,136.0,128.5,1,0,0,18,0,0,7.6,2.6,0.32
17,3,9254,1,1,122.0,126.6,0,0,0,18,0,0,10.8,1.4,1.74
17,1,9556,1,1,140.0,131.6,1,0,1,19,0,0,11.1,0.6,2.02
39,1,9991,0,1,110.0,119.0,0,0,1,35,1,0,8.9,1.4,3.51
17,1,9085,1,1,130.0,127.6,0,0,1,23,0,0,7.6,2.6,0.32
39,1,9500,1,1,133.1,100.0,0,0,1,28,0,0,16.2,0.3,-0.92
1,1,9119,1,1,128.0,124.5,1,0,1,19,0,0,7.6,2.6,0.32
1,1,9773,1,1,117.0,109.3,0,0,1,19,0,0,7.6,2.6,0.32
1,2,9670,1,1,124.0,117.7,1,0,1,20,0,0,9.4,-0.8,-3.12
1,1,9670,1,1,124.0,124.7,1,0,1,21,0,0,7.6,2.6,0.32
17,3,9070,1,1,128.0,124.5,1,0,1,18,0,0,10.8,1.4,1.74
1,5,9070,1,1,125.0,140.8,1,0,1,22,0,0,9.4,-0.8,-3.12
17,3,9085,1,1,121.0,111.9,1,0,1,21,0,0,10.8,1.4,1.74
7,1,9556,1,3,140.0,140.0,0,0,1,38,0,0,13.9,-0.3,0.79
1,1,171,1,1,124.0,121.2,1,0,1,20,0,0,10.8,1.4,1.74
43,4,171,1,1,136.0,123.8,1,0,1,19,0,0,7.6,2.6,0.32
7,1,9119,1,1,140.8,134.0,0,0,1,24,0,0,7.6,2.6,0.32
18,3,9070,1,1,142.0,130.8,1,0,1,19,0,0,12.7,3.7,-1.7
1,1,9500,1,1,133.0,130.2,1,0,1,19,1,0,16.2,0.3,-0.92
1,1,9147,1,1,131.0,123.3,0,0,1,19,0,0,16.2,0.3,-0.92
39,1,9119,1,3,130.0,147.6,0,0,1,31,0,0,10.8,1.4,1.74
17,1,9670,1,1,120.0,113.4,1,0,1,19,1,0,8.9,1.4,3.51
17,1,9070,1,1,141.0,133.7,1,0,1,22,0,0,7.6,2.6,0.32
39,1,9085,1,1,130.0,128.2,0,0,1,25,0,0,7.6,2.6,0.32
